star,grating,family,sampling,beta,box,cont_rms,core_mean,core_peak,core_rms,extra_fwhm,frac2,fwhm,fwhm1,fwhm2,kernel_fwhm_A,n_core,n_par,n_pix,rms,shift_A,wing_10A,wing_20A,wing_4px
HD166991,G430L,stis2_tophat,rebin,,0.05,1.16488,-4.73796,-12.28684,6.28344,,,,,,4.0453,38,1,674,1.87254,0.4841,0.08753,0.04046,0.08038
HD166991,G430L,gauss,rebin,,,0.81257,0.80711,7.95373,2.45566,,,5.9243,,,5.9245,38,1,674,0.98134,0.5413,7e-05,0.0,1e-05
HD166991,G430L,moffat,rebin,1.5432,,0.72449,0.1435,6.21512,1.74344,,,3.5442,,,3.5445,38,2,674,0.81649,0.5451,0.02273,0.00529,0.0188
HD166991,G430L,gauss2,rebin,,,0.72496,0.28377,6.44249,1.76326,,0.0703,,4.8614,29.3263,4.9038,38,3,674,0.81929,0.5458,0.02969,0.00762,0.0266
HD166991,G430L,gauss_tophat,rebin,,0.0605,0.81257,0.80741,7.95466,2.45563,,,5.924,,,5.9243,38,2,674,0.98134,0.5414,7e-05,0.0,1e-05
HD166991,G430L,stis,interp,,,0.83563,4.3796,12.41757,5.49138,,,,,,4.0404,38,0,674,1.53592,0.5113,0.0,0.0,0.0
HD166991,G430L,stis_gauss,interp,,,0.80268,0.77536,7.401,2.29058,3.9823,,,,,6.0525,38,1,674,0.95067,0.5038,0.00037,0.0,8e-05
HD166991,G430L,stis_tophat,interp,,5.6048,0.80947,0.9496,7.61131,2.40526,,,,,,6.4345,38,1,674,0.97184,0.5036,9e-05,0.0,1e-05
HD166991,G430L,stis05,interp,,,0.75805,0.22794,6.10191,1.81138,,,,,,4.0432,38,0,674,0.85278,0.4848,0.02556,0.0,0.01794
HD166991,G430L,stis2,interp,,,1.16732,-4.16636,-10.99158,5.6958,,,,,,4.0453,38,0,674,1.76491,0.4858,0.08753,0.04046,0.08038
HD166991,G430L,stis2_gauss,interp,,,1.16729,-4.16685,-10.99116,5.69615,0.05,,,,,4.0462,38,1,674,1.76495,0.486,0.08753,0.04046,0.08038
HD166991,G430L,stis2_tophat,interp,,0.05,1.1673,-4.16655,-10.9908,5.69588,,,,,,4.0453,38,1,674,1.76491,0.486,0.08753,0.04046,0.08038
HD166991,G430L,gauss,interp,,,0.81202,0.80713,7.9503,2.45286,,,6.2134,,,6.2135,38,1,674,0.98052,0.5414,0.00015,0.0,3e-05
HD166991,G430L,moffat,interp,1.6916,,0.7278,0.1284,6.22867,1.75497,,,4.0624,,,4.0626,38,2,674,0.82066,0.5446,0.02171,0.00426,0.01757
HD166991,G430L,gauss2,interp,,,0.72476,0.28282,6.43798,1.76273,,0.0694,,5.2194,29.6641,5.2669,38,3,674,0.81905,0.5459,0.02968,0.0078,0.02664
HD166991,G430L,gauss_tophat,interp,,0.0602,0.81201,0.80707,7.9494,2.45295,,,6.2133,,,6.2135,38,2,674,0.98052,0.5413,0.00015,0.0,3e-05
HD166991,G750L,stis,rebin,,,0.84437,2.82551,4.80675,3.45092,,,,,,8.0898,2,0,481,0.8715,-0.987,0.02536,0.0,0.0
HD166991,G750L,stis_gauss,rebin,,,0.75777,-1.66523,-3.3685,2.38204,9.1982,,,,,13.0944,2,1,481,0.77163,-1.0863,0.08437,0.00057,0.00078
HD166991,G750L,stis_tophat,rebin,,12.7343,0.76449,-1.49529,-3.17606,2.24964,,,,,,14.0481,2,1,481,0.77656,-1.0869,0.07308,5e-05,9e-05
HD166991,G750L,stis05,rebin,,,0.75556,-0.06842,-1.97845,1.91126,,,,,,8.0945,2,0,481,0.76399,-1.0415,0.09263,0.01274,0.01404
HD166991,G750L,stis2,rebin,,,0.74541,-2.6128,-4.46286,3.20148,,,,,,8.0945,2,0,481,0.77197,-1.0675,0.13861,0.06272,0.06398
HD166991,G750L,stis2_gauss,rebin,,,0.74539,-2.61334,-4.46372,3.2021,0.1287,,,,,8.0987,2,1,481,0.77197,-1.0677,0.13861,0.06271,0.06397
HD166991,G750L,stis2_tophat,rebin,,0.2497,0.74539,-2.61375,-4.46411,3.20242,,,,,,8.1007,2,1,481,0.77197,-1.0678,0.13862,0.06271,0.06397
HD166991,G750L,gauss,rebin,,,0.75932,-1.71413,-3.3967,2.40193,,,13.5282,,,13.5284,2,1,481,0.77341,-1.0474,0.08175,0.0005,0.00068
HD166991,G750L,moffat,rebin,1.6459,,0.73277,-1.61357,-3.4043,2.41046,,,8.911,,,8.9111,2,2,481,0.74758,-1.0045,0.11602,0.02812,0.02967
HD166991,G750L,gauss2,rebin,,,0.73171,-1.54526,-3.32271,2.35524,,0.2527,,9.0601,30.3377,9.639,2,3,481,0.74582,-0.9987,0.11758,0.03047,0.03276
HD166991,G750L,gauss_tophat,rebin,,0.1421,0.75932,-1.71439,-3.39707,2.40219,,,13.5281,,,13.5286,2,2,481,0.77341,-1.0475,0.08175,0.0005,0.00068
HD166991,G750L,stis,interp,,,0.86701,3.60681,5.63936,4.14009,,,,,,8.0898,2,0,481,0.90546,-0.9655,0.02536,0.0,0.0
HD166991,G750L,stis_gauss,interp,,,0.7577,-1.66402,-3.36808,2.38176,9.7812,,,,,13.5542,2,1,481,0.77156,-1.0865,0.09311,0.00083,0.00112
HD166991,G750L,stis_tophat,interp,,13.4687,0.76646,-1.47599,-3.14457,2.22771,,,,,,14.6211,2,1,481,0.77824,-1.0885,0.07948,8e-05,0.00014
HD166991,G750L,stis05,interp,,,0.76676,0.58554,2.55862,2.05813,,,,,,8.0945,2,0,481,0.77659,-1.0225,0.09263,0.01274,0.01404
HD166991,G750L,stis2,interp,,,0.75093,-2.02534,-3.94115,2.78789,,,,,,8.0945,2,0,481,0.77063,-1.0505,0.13861,0.06272,0.06398
HD166991,G750L,stis2_gauss,interp,,,0.74928,-2.16611,-4.06435,2.88017,1.6384,,,,,8.3258,2,1,481,0.77044,-1.054,0.13966,0.06264,0.06392
HD166991,G750L,stis2_tophat,interp,,2.4504,0.74922,-2.17083,-4.06806,2.88305,,,,,,8.3381,2,1,481,0.77043,-1.054,0.13969,0.06264,0.06391
HD166991,G750L,gauss,interp,,,0.75925,-1.71309,-3.39701,2.40214,,,13.9311,,,13.9312,2,1,481,0.77334,-1.0483,0.09097,0.00072,0.00097
HD166991,G750L,moffat,interp,1.7342,,0.73255,-1.59676,-3.39759,2.40679,,,9.5719,,,9.572,2,2,481,0.74732,-1.0037,0.12278,0.02813,0.02976
HD166991,G750L,gauss2,interp,,,0.73167,-1.54588,-3.32608,2.35773,,0.2516,,9.6716,30.5659,10.3103,2,3,481,0.74581,-1.0002,0.1221,0.03103,0.03334
HD166991,G750L,gauss_tophat,interp,,0.155,0.75925,-1.71329,-3.3973,2.40234,,,13.9309,,,13.9314,2,2,481,0.77334,-1.0484,0.09097,0.00072,0.00097
HD117880,G430L,stis,rebin,,,0.88116,3.53157,14.10507,4.60798,,,,,,4.0404,38,0,674,1.38918,0.0705,0.0,0.0,0.0
HD117880,G430L,stis_gauss,rebin,,,0.87804,0.66653,6.94297,2.55751,3.0971,,,,,5.3944,38,1,674,1.04702,0.0569,9e-05,0.0,1e-05
HD117880,G430L,stis_tophat,rebin,,4.414,0.87921,0.78228,7.08444,2.62108,,,,,,5.5979,38,1,674,1.05677,0.0568,3e-05,0.0,0.0
HD117880,G430L,stis05,rebin,,,0.85302,-1.65166,-5.34014,2.61882,,,,,,4.0432,38,0,674,1.03599,0.0423,0.02556,0.0,0.01794
HD117880,G430L,stis2,rebin,,,1.20038,-6.56468,-15.18751,7.9311,,,,,,4.0453,38,0,674,2.21497,0.0373,0.08753,0.04046,0.08038
HD117880,G430L,stis2_gauss,rebin,,,1.20035,-6.56475,-15.18967,7.93153,0.05,,,,,4.0462,38,1,674,2.21504,0.0368,0.08753,0.04046,0.08038
HD117880,G430L,stis2_tophat,rebin,,0.05,1.19945,-6.54851,-15.29718,7.94051,,,,,,4.0453,38,1,674,2.2164,0.0043,0.08753,0.04046,0.08038
HD117880,G430L,gauss,rebin,,,0.88208,0.73669,6.53983,2.80324,,,5.6746,,,5.6747,38,1,674,1.08501,0.0946,3e-05,0.0,1e-05
HD117880,G430L,moffat,rebin,1.5445,,0.81468,-0.11578,5.92129,1.72153,,,3.3888,,,3.3889,38,2,674,0.89071,0.1068,0.02071,0.0048,0.01711
HD117880,G430L,gauss2,rebin,,,0.82224,0.07966,5.44239,1.63475,,0.0818,,4.5439,25.3681,4.594,38,3,674,0.88805,0.1022,0.02889,0.00518,0.02522
HD117880,G430L,gauss_tophat,rebin,,0.0606,0.88212,0.73605,6.53811,2.80306,,,5.6746,,,5.6749,38,2,674,1.08501,0.0947,3e-05,0.0,1e-05
HD117880,G430L,stis,interp,,,0.90081,4.74107,17.46726,6.09075,,,,,,4.0404,38,0,674,1.69034,0.083,0.0,0.0,0.0
HD117880,G430L,stis_gauss,interp,,,0.87786,0.66411,6.95182,2.54982,3.6204,,,,,5.7779,38,1,674,1.04582,0.0573,0.00022,0.0,4e-05
HD117880,G430L,stis_tophat,interp,,5.1212,0.87992,0.85492,7.11521,2.67918,,,,,,6.0828,38,1,674,1.06551,0.0565,6e-05,0.0,0.0
HD117880,G430L,stis05,interp,,,0.84967,-0.73914,5.33466,2.03784,,,,,,4.0432,38,0,674,0.95675,0.052,0.02556,0.0,0.01794
HD117880,G430L,stis2,interp,,,1.20255,-5.83352,-13.46177,7.14575,,,,,,4.0453,38,0,674,2.05996,0.0443,0.08753,0.04046,0.08038
HD117880,G430L,stis2_gauss,interp,,,1.20253,-5.83373,-13.46343,7.14613,0.05,,,,,4.0462,38,1,674,2.06003,0.044,0.08753,0.04046,0.08038
HD117880,G430L,stis2_tophat,interp,,0.05,1.2012,-5.81224,-13.61931,7.16126,,,,,,4.0453,38,1,674,2.06225,0.0043,0.08753,0.04046,0.08038
HD117880,G430L,gauss,interp,,,0.88147,0.73446,6.54733,2.79815,,,5.9765,,,5.9766,38,1,674,1.0838,0.0941,8e-05,0.0,2e-05
HD117880,G430L,moffat,interp,1.7234,,0.81616,-0.13509,6.06554,1.77568,,,3.9508,,,3.9511,38,2,674,0.89796,0.1088,0.01907,0.00359,0.01534
HD117880,G430L,gauss2,interp,,,0.82214,0.07741,5.44041,1.63409,,0.0804,,4.9285,25.7361,4.9852,38,3,674,0.88789,0.1023,0.02897,0.00541,0.02535
HD117880,G430L,gauss_tophat,interp,,0.0604,0.88148,0.73494,6.54828,2.79811,,,5.9762,,,5.9765,38,2,674,1.0838,0.0941,8e-05,0.0,2e-05
HD117880,G750L,stis,rebin,,,1.09817,2.84084,4.61254,3.34803,,,,,,8.0898,2,0,481,1.11695,-0.6755,0.02536,0.0,0.0
HD117880,G750L,stis_gauss,rebin,,,0.9333,-2.58352,-4.87112,3.45075,9.6593,,,,,13.4577,2,1,481,0.95757,-0.7759,0.09123,0.00077,0.00104
HD117880,G750L,stis_tophat,rebin,,13.2583,0.94492,-2.36094,-4.68508,3.31295,,,,,,14.4555,2,1,481,0.96685,-0.7808,0.07759,7e-05,0.00012
HD117880,G750L,stis05,rebin,,,0.94359,-0.292,-2.22703,1.95694,,,,,,8.0945,2,0,481,0.95004,-0.721,0.09263,0.01274,0.01404
HD117880,G750L,stis2,rebin,,,0.88915,-2.81286,-4.78313,3.43426,,,,,,8.0945,2,0,481,0.91452,-0.734,0.13861,0.06272,0.06398
HD117880,G750L,stis2_gauss,rebin,,,0.88898,-2.82378,-4.79594,3.44429,0.461,,,,,8.1166,2,1,481,0.91451,-0.7343,0.13868,0.0627,0.06396
HD117880,G750L,stis2_tophat,rebin,,0.7498,0.88894,-2.82618,-4.79872,3.44648,,,,,,8.1202,2,1,481,0.91451,-0.7343,0.1387,0.06269,0.06395
HD117880,G750L,gauss,rebin,,,0.93542,-2.65012,-4.941,3.50304,,,13.853,,,13.8532,2,1,481,0.96041,-0.7375,0.08916,0.00067,0.0009
HD117880,G750L,moffat,rebin,1.3779,,0.88391,-2.45409,-4.38072,3.12001,,,8.1468,,,8.147,2,2,481,0.90473,-0.6749,0.13251,0.04094,0.04279
HD117880,G750L,gauss2,rebin,,,0.88106,-2.35125,-4.35683,3.09042,,0.2171,,9.3123,38.0762,9.7316,2,3,481,0.90153,-0.6779,0.12537,0.04692,0.04933
HD117880,G750L,gauss_tophat,rebin,,0.0628,0.93542,-2.65028,-4.94101,3.50306,,,13.853,,,13.8533,2,2,481,0.96041,-0.7374,0.08916,0.00067,0.0009
HD117880,G750L,stis,interp,,,1.14072,3.70959,5.27742,4.0273,,,,,,8.0898,2,0,481,1.16759,-0.6575,0.02536,0.0,0.0
HD117880,G750L,stis_gauss,interp,,,0.93322,-2.58124,-4.86826,3.44866,10.2151,,,,,13.8996,2,1,481,0.95746,-0.7757,0.10001,0.00109,0.00144
HD117880,G750L,stis_tophat,interp,,13.9258,0.94808,-2.327,-4.66806,3.30083,,,,,,14.9847,2,1,481,0.96975,-0.7842,0.08376,0.0001,0.00018
HD117880,G750L,stis05,interp,,,0.96701,0.43379,2.20416,1.82274,,,,,,8.0945,2,0,481,0.97213,-0.6995,0.09263,0.01274,0.01404
HD117880,G750L,stis2,interp,,,0.90148,-2.15867,-3.99518,2.83419,,,,,,8.0945,2,0,481,0.91798,-0.716,0.13861,0.06272,0.06398
HD117880,G750L,stis2_gauss,interp,,,0.88946,-2.79209,-4.7568,3.41407,3.3018,,,,,9.0072,2,1,481,0.9145,-0.734,0.14305,0.06261,0.06392
HD117880,G750L,stis2_tophat,interp,,4.8796,0.88914,-2.8032,-4.77554,3.42754,,,,,,9.0931,2,1,481,0.9144,-0.735,0.14305,0.06258,0.0639
HD117880,G750L,gauss,interp,,,0.93534,-2.64864,-4.93846,3.50123,,,14.2465,,,14.2467,2,1,481,0.96031,-0.7369,0.09835,0.00095,0.00125
HD117880,G750L,moffat,interp,1.4691,,0.88433,-2.47895,-4.37071,3.11832,,,8.9508,,,8.9509,2,2,481,0.9051,-0.6715,0.13835,0.03988,0.04181
HD117880,G750L,gauss2,interp,,,0.88106,-2.35182,-4.35676,3.09044,,0.2163,,9.905,38.2765,10.3694,2,3,481,0.90153,-0.6781,0.13013,0.04727,0.04968
HD117880,G750L,gauss_tophat,interp,,0.0602,0.93535,-2.64829,-4.93795,3.50086,,,14.2462,,,14.2464,2,2,481,0.96031,-0.7368,0.09835,0.00095,0.00125
HD128801,G430L,stis,rebin,,,0.80477,6.65721,16.98125,7.90434,,,,,,4.0404,38,0,673,2.03442,-0.191,0.0,0.0,0.0
HD128801,G430L,stis_gauss,rebin,,,0.7572,0.64914,4.67658,1.91981,4.6659,,,,,6.5863,38,1,673,0.86549,-0.2048,0.00086,0.0,0.00024
HD128801,G430L,stis_tophat,rebin,,6.5908,0.76786,0.83573,5.01448,2.11033,,,,,,7.1922,38,1,673,0.89876,-0.206,0.00022,0.0,2e-05
HD128801,G430L,stis05,rebin,,,0.71,1.40431,6.03279,2.45582,,,,,,4.0432,38,0,673,0.90342,-0.2145,0.02556,0.0,0.01794
HD128801,G430L,stis2,rebin,,,1.08737,-3.25123,-9.76285,4.81806,,,,,,4.0453,38,0,673,1.55767,-0.2175,0.08753,0.04046,0.08038
HD128801,G430L,stis2_gauss,rebin,,,1.08735,-3.25156,-9.76386,4.81838,0.05,,,,,4.0462,38,1,673,1.55771,-0.2176,0.08753,0.04046,0.08038
HD128801,G430L,stis2_tophat,rebin,,0.05,1.08738,-3.25123,-9.76271,4.81805,,,,,,4.0453,38,1,673,1.55767,-0.2175,0.08753,0.04046,0.08038
